,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
35,683.5955707073211,6.0273766152875625,3.0845839977264404,0.05511664282670318,26,,2,461,"{'max_depth': 26, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 461}",-0.7576124892955617,-0.7750979384718715,-0.7532569922181498,-0.7628235721632876,-0.771775059903998,-0.7641132104105737,0.008260123528205746,1,-0.35630365752184734,-0.3520492467595215,-0.3556557623479038,-0.3537847257721622,-0.35108968433436627,-0.3537766153471602,0.002006021031151951
80,668.6372129440308,1.6643832455374399,3.057752275466919,0.05031618968922822,38,,2,453,"{'max_depth': 38, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 453}",-0.7575384762670108,-0.7751619319556459,-0.7536020189951016,-0.7628792675744637,-0.771804221346736,-0.7641971832277916,0.008202749889940155,2,-0.3532226715786304,-0.34848445612317264,-0.352489123618118,-0.35012740871567977,-0.34794658356294605,-0.35045404871970937,0.0021014362982503146
130,623.0214271068573,1.2634726174082458,3.022848892211914,0.28557131984438544,28,,2,423,"{'max_depth': 28, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 423}",-0.7579493484619839,-0.77500072270095,-0.7532085007515081,-0.7630509629454911,-0.7719018118542573,-0.7642222693428381,0.008211881923347139,3,-0.3544405698371594,-0.34977318178103894,-0.3537036418403634,-0.35156887431277006,-0.34915897752881914,-0.35172904906003016,0.002083636341167879
122,550.8784636497497,2.734942369793857,2.5090301036834717,0.018810887030291993,26,,2,377,"{'max_depth': 26, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 377}",-0.7579425549866832,-0.7749707116612524,-0.7532632865099518,-0.763151294050745,-0.7721051929166839,-0.7642866080250632,0.008225933432941096,4,-0.3567627950289151,-0.3521951005165461,-0.3559648480071599,-0.3540028871694695,-0.3514351876429665,-0.35407216367301136,0.002064149170599699
98,518.7308118343353,1.6153887997080374,2.34711332321167,0.033494312687311956,29,,2,351,"{'max_depth': 29, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 351}",-0.7577285404024451,-0.7753025428364096,-0.7533288967755177,-0.7629357247873719,-0.772163126381739,-0.7642917662366967,0.008346194347704488,5,-0.3543641482885738,-0.3494332568652124,-0.35363507246794285,-0.3513419723777265,-0.34908492593695045,-0.3515718751872812,0.002138458898093764
179,535.6087072372436,5.095160401251765,2.464661741256714,0.050144292437242895,43,,2,360,"{'max_depth': 43, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 360}",-0.7576531902406043,-0.7753788115799006,-0.7534829914823804,-0.7630698702186227,-0.7720633518113051,-0.7643296430665627,0.008315122083757316,6,-0.3536301656758987,-0.34854757967219735,-0.35280979169121657,-0.3503751809518375,-0.3483980383850763,-0.35075215127524534,0.0021476005703650854
77,532.6358562946319,3.7802907025382395,2.423222017288208,0.02329930617366733,47,,2,360,"{'max_depth': 47, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 360}",-0.7576670609481031,-0.7753770095190338,-0.7534869252694062,-0.7630585363525869,-0.7720696098523188,-0.7643318283882896,0.008312900931611555,7,-0.353634074193841,-0.348545892335832,-0.3528071731610192,-0.35037382475733436,-0.34839715513007025,-0.35075162391561937,0.002148734956893535
7,474.48371663093565,3.7262153901751054,2.2020273208618164,0.032125130300826095,31,,2,318,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 318}",-0.7578283219491013,-0.7752807431293502,-0.7533102679901482,-0.7630508871939157,-0.7721997779027963,-0.7643339996330623,0.008333001139519989,8,-0.35400026513570887,-0.3488755563858982,-0.3533410303588744,-0.3510279197038141,-0.34872735504423785,-0.35119442532570666,0.0021896101599897244
43,576.7676564693451,6.454717068091892,2.657634210586548,0.05458409492180681,41,,2,386,"{'max_depth': 41, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 386}",-0.7577565019484516,-0.7752072905834441,-0.7534866076319641,-0.7632663026106049,-0.7721101918345408,-0.764365378921801,0.00825544746086478,9,-0.35355282210419475,-0.3486385628055015,-0.35266621686812744,-0.3501995430666307,-0.34822431606911314,-0.35065629218271355,0.0021271597137451637
91,562.0072065353394,4.47520205774409,2.5468345642089845,0.01812019685951418,44,,2,379,"{'max_depth': 44, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 379}",-0.7578249555389803,-0.7751640443684115,-0.7535371707026287,-0.7632848258192223,-0.7721578471434782,-0.7643937687145442,0.008228299129027804,10,-0.35363660586705764,-0.3486358892816025,-0.3527478282452142,-0.3502255103465803,-0.3482765459369229,-0.3507044759354755,0.0021529504153692553
96,649.2211788654328,5.511978168759683,2.8726284503936768,0.03654210585200743,24,,2,443,"{'max_depth': 24, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 443}",-0.757944613264715,-0.7756836586749017,-0.7537372076744785,-0.7631058031825522,-0.7716994525820421,-0.7644341470757379,0.00821753289566699,11,-0.36099580863120967,-0.35741107621592677,-0.36035940457012783,-0.35924873394295975,-0.3558608183476408,-0.35877516834157297,0.001898393811463937
128,399.4837369441986,2.6918659368995934,1.8501669883728027,0.026736794275299635,28,,2,270,"{'max_depth': 28, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 270}",-0.7582056305224263,-0.7753132773320877,-0.7534841777992174,-0.762985450429006,-0.7724947069815731,-0.7644966486128622,0.008295824690835021,12,-0.35520757841641887,-0.3502030003026947,-0.3544885051908938,-0.35277254295814686,-0.34989013540433933,-0.35251235245449875,0.002165467678851263
131,513.3779849529267,3.900856375029396,2.3069228649139406,0.035479823692835956,25,,2,346,"{'max_depth': 25, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 346}",-0.7579502616600566,-0.775566429414857,-0.7535027653617884,-0.7632225092117576,-0.7724618455415135,-0.7645407622379946,0.008382347658554237,13,-0.35857920503325963,-0.3542912410498118,-0.35791110566622136,-0.35644954599370066,-0.35338850814046824,-0.35612392117669234,0.002008466064617094
64,432.43673224449157,4.0372302182998405,1.9845706939697265,0.029480231439023688,42,,2,290,"{'max_depth': 42, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 290}",-0.7581564352733651,-0.775537353957709,-0.7537772942381329,-0.7630473412633968,-0.7725858134582755,-0.7646208476381758,0.008300096271889063,14,-0.35397884661390516,-0.34871324132004977,-0.3530385808869971,-0.3508211785201663,-0.3485551896726688,-0.35102140740275745,0.0022029701639442547
26,416.9829460144043,3.5264565704835262,1.897482442855835,0.026737118897946856,38,,2,281,"{'max_depth': 38, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 281}",-0.75823132641202,-0.7752780936312836,-0.7538373122076083,-0.7631277434418253,-0.772674579347837,-0.7646298110081149,0.008219234306451814,15,-0.35412028977828913,-0.34878969073964433,-0.35323029954612806,-0.35099602184282197,-0.34866493088372746,-0.35116024655812217,0.002232490994334489
190,374.32657914161683,2.8953797298807937,1.7162440776824952,0.01900031118436355,34,,2,252,"{'max_depth': 34, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 252}",-0.7583049480370111,-0.7753526426404594,-0.7538339599901858,-0.7629624040928052,-0.7727212766391811,-0.7646350462799286,0.00824360763088302,16,-0.3541307814390575,-0.3491215881592091,-0.3535068062390169,-0.3514148085798059,-0.3488824109413121,-0.3514112790716803,0.0021644767583916882
169,415.73052711486815,3.6891184388807137,1.890053939819336,0.010787674414465744,46,,2,279,"{'max_depth': 46, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 279}",-0.7581311415256334,-0.7753740818155002,-0.753794800784398,-0.7632002844400116,-0.7726787216954756,-0.7646358060522038,0.008269193872830304,17,-0.3540479441221312,-0.34877153958275015,-0.35317473699409735,-0.35107418685527325,-0.34867536326742543,-0.3511487541643355,0.002203827616546887
158,374.5246383190155,1.078522031216808,1.6949182033538819,0.008931328302203466,30,,2,253,"{'max_depth': 30, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 253}",-0.7581667223395081,-0.7753372738403196,-0.7537579379429773,-0.7631191779791282,-0.77281931061503,-0.7646400845433925,0.008294194205805345,18,-0.3544750265653848,-0.34951720976613865,-0.3537631121940491,-0.35182517926239026,-0.3492066109250332,-0.3517574277425992,0.0021418658579688073
14,410.5743655204773,3.343858263572231,1.8725551128387452,0.028269465234159064,49,,2,277,"{'max_depth': 49, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 277}",-0.7580963988033979,-0.7753666105301755,-0.7538902818304698,-0.7633188454852629,-0.7726714516813326,-0.7646687176661277,0.008242340355144576,19,-0.3540529881572355,-0.348795605159073,-0.3531633338629874,-0.35108411784866783,-0.34869413875820543,-0.35115803675723384,0.0021935952453159637
152,397.4969690322876,3.2264463229918436,1.8127914428710938,0.035339184643702844,37,,2,268,"{'max_depth': 37, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 268}",-0.7581135933168222,-0.7756205149670712,-0.7540280295229831,-0.7631703919818127,-0.7726249279867677,-0.7647114915550913,0.008266472984412658,20,-0.3540494904992785,-0.3489485379610153,-0.3533389553857335,-0.3513778113806828,-0.34878693659209964,-0.35130034636376195,0.002171080491122911
106,679.9256818771362,4.4644417772442955,3.043004560470581,0.05598338544227664,22,,2,473,"{'max_depth': 22, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 473}",-0.7581980106739318,-0.7758712890282747,-0.753801114190915,-0.7634789121633135,-0.7724085041559261,-0.7647515660424722,0.008327761670127014,21,-0.37111932887547583,-0.36849898522835833,-0.3703645915763532,-0.37016421484593964,-0.3660728568839769,-0.36924399548202075,0.0018016978052402622
180,501.2021050453186,2.359170892517156,2.2792160511016846,0.04864556074234016,23,,2,346,"{'max_depth': 23, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 346}",-0.7583539585975388,-0.7758152414293767,-0.7538584905671383,-0.7632954445715325,-0.7725055311528191,-0.7647657332636811,0.008297429102046122,22,-0.3656392703783415,-0.3620358899348105,-0.36488139702386757,-0.36426909672527846,-0.3604069560704102,-0.3634465220265416,0.0019376524366959687
157,364.06921048164367,3.5393338002661046,1.6472391128540038,0.012581440340443307,30,,2,245,"{'max_depth': 30, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 245}",-0.758250706547995,-0.7754794536401644,-0.7538599528651183,-0.7633085421567121,-0.7729359099882214,-0.7647669130396422,0.008307112737724767,23,-0.35454939219638293,-0.34965542359726404,-0.35387412086702413,-0.35184143359245973,-0.34926639595822534,-0.3518373532422713,0.0021388890867582804
149,343.97080793380735,2.7840681099986364,1.5454396247863769,0.00982449848261151,41,,2,232,"{'max_depth': 41, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 232}",-0.758197213014696,-0.7758504437334074,-0.7539160426707522,-0.7634651826633747,-0.7728131303745646,-0.764848402491359,0.008368391859126408,24,-0.3542435376291879,-0.3491973883404195,-0.3534974132666158,-0.3515277709649191,-0.34894790392965447,-0.35148280282615935,0.002160146559846533
136,365.2091588973999,2.827556231978066,1.664296817779541,0.017464841944204387,46,,2,246,"{'max_depth': 46, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 246}",-0.7582896651075198,-0.7758792327337827,-0.7541330611853765,-0.7633858922936267,-0.7728928429000128,-0.7649161388440637,0.008322785684018277,25,-0.3540876296554794,-0.3491489241342121,-0.3534160754514358,-0.3513284232829909,-0.3488417145678469,-0.351364553418393,0.002140043047346172
46,290.68119764328003,0.6032417214819644,1.3261754035949707,0.030409672578853904,41,,2,196,"{'max_depth': 41, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 196}",-0.7579520679457262,-0.776184521586098,-0.7536217912284728,-0.7637838691331769,-0.7731243365261918,-0.7649333172839332,0.00862197297088031,26,-0.3547087760127058,-0.34953445985096543,-0.35394426910506827,-0.3520616520194904,-0.34925291247659995,-0.35190041389296595,0.0022224869824406667
89,272.73583273887635,2.7558719252562582,1.220408296585083,0.008165708770034013,34,,2,183,"{'max_depth': 34, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 183}",-0.7584212938331784,-0.7758782091831167,-0.7535412621422456,-0.7636252228824293,-0.773456656900224,-0.7649845289882388,0.008559454941102655,27,-0.3548956302623404,-0.34971084469813524,-0.35404024413131,-0.3523422057430154,-0.34941002269484983,-0.35207978950593016,0.0022172396403205836
22,245.49276480674743,1.1966090733177948,1.1405144214630127,0.025295748996016717,43,,2,165,"{'max_depth': 43, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 165}",-0.7584651001383751,-0.7765095659395823,-0.7538520705797415,-0.7641041268176996,-0.773370717144436,-0.7652603161239668,0.008602139577187268,28,-0.3550361876959188,-0.3497057469146165,-0.35404056331111505,-0.3525468055823876,-0.3495743618530752,-0.35218073307142256,0.00222105047761311
81,366.7238411426544,2.75041094478527,1.5936039447784425,0.013607674082721006,22,,2,254,"{'max_depth': 22, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 254}",-0.7590752414080039,-0.7761390609563081,-0.7541875997274813,-0.7637050522707959,-0.773519608257815,-0.7653253125240809,0.008364459531987991,29,-0.37194058310857164,-0.369006175493268,-0.37115872199381467,-0.37161564969480965,-0.36699087460338264,-0.37014240097876927,0.0018793592528060375
175,225.2801305294037,2.0471268442625594,1.0261112213134767,0.011414389714032448,35,,2,151,"{'max_depth': 35, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 151}",-0.7583863440664688,-0.7766712969242086,-0.7537596708497657,-0.7642078225650232,-0.7738245948567786,-0.7653699458524489,0.008764945361059913,30,-0.3551371086960204,-0.35000503786193676,-0.3546119616397139,-0.3530332977732602,-0.3500857585871614,-0.35257463291161856,0.0021782873120671873
151,241.20697174072265,0.26799885936752976,1.0930898666381836,0.022695224550506484,24,,2,166,"{'max_depth': 24, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 166}",-0.7589679687380217,-0.777051193462023,-0.7540026990544777,-0.763970696443338,-0.7729776096467073,-0.7653940334689135,0.008561339880005327,31,-0.3627397258239963,-0.3586212409610007,-0.3618621546316438,-0.3616298867953687,-0.35742765546616817,-0.36045613273563554,0.0020546481915066084
188,645.3119481563568,4.95606880373089,2.7826674938201905,0.008361760649888939,20,,2,460,"{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 460}",-0.7588428302436516,-0.7767703680185083,-0.7544264688686486,-0.7639997198875595,-0.7732006735259294,-0.7654480121088595,0.008432080355630749,32,-0.3910095634255087,-0.38946719866634794,-0.39009575937007956,-0.39086842951189743,-0.38628368153313103,-0.38954492650139294,0.001722904451609412
68,272.86895937919616,1.1447074817044693,1.2091128826141357,0.022864639401114214,22,,2,189,"{'max_depth': 22, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 189}",-0.7592229003111608,-0.7768273375547438,-0.7535886184793853,-0.7640169064058835,-0.7738188131094306,-0.7654949151721209,0.008729188452468483,33,-0.37251833666592277,-0.3694729795507497,-0.3718423725960043,-0.3722538572739232,-0.3674806031784122,-0.3707136298530024,0.0019439651241587857
139,193.44611988067626,1.49198371443104,0.8747366428375244,0.019905891251104705,26,,2,130,"{'max_depth': 26, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 130}",-0.758921129863811,-0.7769411455967089,-0.7541870100535083,-0.7645336678787028,-0.7735259682290849,-0.7656217843243631,0.008572524634411752,34,-0.3589845260075709,-0.35435134317240724,-0.3586119105325474,-0.3576119370248559,-0.3540938297014042,-0.3567307092877571,0.0020980794702939558
103,202.53021697998048,1.1693974737873583,0.9274223804473877,0.027656490657829796,43,,2,136,"{'max_depth': 43, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 136}",-0.7585296299884626,-0.7772038212308576,-0.7541827052638997,-0.7647066981963689,-0.7736616613278127,-0.7656569032014804,0.008726575501922379,35,-0.3554322598641859,-0.35039093108382063,-0.3548741065141187,-0.3536406898673939,-0.35051706023365026,-0.3529710095126339,0.0021357282144635705
55,192.27499108314515,2.1303924219869854,0.8854429721832275,0.022975000026397536,39,,2,128,"{'max_depth': 39, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 128}",-0.7586499820557469,-0.7771584621826041,-0.7544438927503446,-0.7647558355970815,-0.7736149775245388,-0.7657246300220631,0.008616662247807584,36,-0.35574142051575763,-0.3507373516511018,-0.3554504389252388,-0.3539469905511932,-0.350859500806753,-0.3533471404900089,0.002168668265209612
62,822.0641374588013,1.5720571524111737,4.105544853210449,0.061655403468694504,34,,1,490,"{'max_depth': 34, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 490}",-0.7592037677285823,-0.7766380280166731,-0.7559160020021605,-0.7638162192385958,-0.7732048668611086,-0.7657557767694241,0.007967737555409667,37,-0.2839981893228569,-0.2812559002571962,-0.28358594184482167,-0.28226046001617655,-0.2815598150768048,-0.2825320613035712,0.0010869970161156769
19,173.25601358413695,1.5992642921181182,0.7915428638458252,0.024123707233253435,42,,2,116,"{'max_depth': 42, 'max_features': None, 'min_samples_leaf': 2, 'n_estimators': 116}",-0.7590222981092992,-0.7772771525296117,-0.7547691639777305,-0.7647701782791618,-0.7735601871371568,-0.765879796006592,0.008492241360494212,38,-0.3561832124402209,-0.35129674571472924,-0.3561667539367636,-0.35451746048878774,-0.3513948819815014,-0.35391181091240054,0.002181024602536851
66,622.0018255233765,4.353599518993249,2.5894901275634767,0.018222741777488505,36,,4,470,"{'max_depth': 36, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 470}",-0.7598948061717269,-0.7760682490189913,-0.7547444268969936,-0.7651711078772673,-0.7736894562473626,-0.7659136092424683,0.008063602651205256,39,-0.46489870367538455,-0.4595455727178185,-0.4646823954858518,-0.4620937862813693,-0.4597236888280843,-0.4621888293977016,0.0023079881947056092
99,620.936018896103,3.868141349901799,2.599277210235596,0.03191941863971138,42,,4,469,"{'max_depth': 42, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 469}",-0.7598845462368112,-0.7760475061187384,-0.754763937849871,-0.7651786992264892,-0.7737139037881926,-0.7659177186440205,0.008059097245767675,40,-0.4649127742762318,-0.4595380808077236,-0.4646900093844596,-0.4620781616364608,-0.4597412817686216,-0.4621920615746995,0.0023110573177596507
18,649.0700921058655,2.9619794229968517,2.736291694641113,0.03855227392942,31,,4,494,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 494}",-0.7598588535823887,-0.7761278320903316,-0.7546414741766817,-0.765156722870071,-0.773808633251686,-0.7659187031942318,0.008135792460179129,41,-0.46493278170239405,-0.459414496112884,-0.4645962996349621,-0.4620834711374278,-0.45970542477210863,-0.4621464946719553,0.00233201844423981
146,779.0951847076416,5.409980136507318,3.935515880584717,0.05358101972655996,37,,1,463,"{'max_depth': 37, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 463}",-0.7593182957097414,-0.7769787111588796,-0.7560321815274609,-0.7642798082203753,-0.7731014963605308,-0.7659420985953976,0.007973809923594947,42,-0.2838112148555415,-0.28125012397535254,-0.28366410111394175,-0.2822408824183589,-0.281466871364402,-0.2824866387455193,0.0010742634649901575
41,657.9383370399476,5.871410236544421,2.7611648559570314,0.02495949914272756,31,,4,498,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 498}",-0.7599299647834287,-0.7761038179501105,-0.7546699910529379,-0.7651505643738841,-0.7738728004841127,-0.7659454277288947,0.008123905527781469,43,-0.4649380948720883,-0.4594005509186181,-0.4645885957297006,-0.4620976754821735,-0.459732661836589,-0.4621515157678339,0.0023292034073253243
171,610.4053539752961,4.354151211587417,2.575329875946045,0.02082183278093133,45,,4,462,"{'max_depth': 45, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 462}",-0.760009129568461,-0.7761078434507854,-0.7547711147565582,-0.7651306583664113,-0.773719040783718,-0.7659475573851868,0.008055712084239467,44,-0.46493479654357706,-0.45953506727167875,-0.4647372913564856,-0.4620977128353339,-0.4597665693511114,-0.46221428747163734,0.0023216310101612765
142,591.7341615200042,3.911952902891844,2.4782601833343505,0.012326849535575635,44,,4,447,"{'max_depth': 44, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 447}",-0.7601069855252935,-0.7761967554488565,-0.7548298759513293,-0.7652048399333787,-0.7738218301138328,-0.7660320573945382,0.00806574584305831,45,-0.4649252150118573,-0.4595204937816751,-0.4647594782561441,-0.46212369139152526,-0.45976089265959,-0.4622179542201583,0.0023285590063483646
191,582.1209432601929,1.1457072692049346,2.4860504627227784,0.03060785906809562,47,,4,442,"{'max_depth': 47, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 442}",-0.7601821977419845,-0.7761682962341856,-0.754867689120667,-0.7652003229680211,-0.77379871624595,-0.7660434444621617,0.008032676244782863,46,-0.46498801544719115,-0.4595600697664733,-0.4647968188719993,-0.46212787144601325,-0.4597493967735548,-0.46224443446104635,0.00234463287619866
125,466.3352735042572,4.618798482411325,1.9945470333099364,0.04198747758324958,31,,4,355,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 355}",-0.7599443704815658,-0.7761100761030754,-0.7545403049494708,-0.765548350492417,-0.7742464708975592,-0.7660779145848176,0.008226625243135662,47,-0.46530246514346163,-0.4597195449242499,-0.46495300388018446,-0.46241362456492385,-0.46007298983254696,-0.46249232566907333,0.0023451871540118574
154,476.78248500823975,4.2856194497493565,2.013857126235962,0.03467404133593112,32,,4,362,"{'max_depth': 32, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 362}",-0.7600446084939354,-0.7760976556342558,-0.7545224978963425,-0.7656575317363398,-0.7742718675408826,-0.7661188322603513,0.00821745536565922,48,-0.46524440073428014,-0.45958256204477155,-0.46482299854301473,-0.462357891896744,-0.46009141623773286,-0.46241985389130863,0.002333617590906857
150,567.0035144329071,4.550241412242801,2.8110273361206053,0.01389616975554123,48,,1,336,"{'max_depth': 48, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 336}",-0.759735585636615,-0.7767531663566309,-0.7564827458536281,-0.7641744310373413,-0.7735087867664492,-0.7661309431301329,0.007811279673919983,49,-0.28453551513509073,-0.28159834163677555,-0.2841220667881451,-0.2827362490542498,-0.2819580143724552,-0.2829900373973433,0.001160714359046495
143,555.575972366333,2.0258491665531344,2.356861782073975,0.03265528194777891,31,,4,424,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 424}",-0.7602873499798007,-0.7762806332604689,-0.7547551103950262,-0.7652995316970858,-0.7740996003993974,-0.7661444451463557,0.008133427238124996,50,-0.46509974841002955,-0.45964406904608207,-0.46488424600237366,-0.462136475642345,-0.45981964080818677,-0.4623168359818034,0.0023557755613287544
114,478.26985054016114,2.6613514655630173,2.046070098876953,0.018176312461729915,25,,4,362,"{'max_depth': 25, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 362}",-0.7601965361420545,-0.7761724338191553,-0.7543546049721273,-0.7657181225809077,-0.7743156478904533,-0.7661514690809397,0.008269081789603594,51,-0.46653752305875407,-0.4612054675353308,-0.466188660172412,-0.4640157749065084,-0.4614400132689727,-0.46387748778839566,0.0022590884454067434
13,544.0895417690277,4.694071938155792,2.295584297180176,0.02543730706482578,34,,4,413,"{'max_depth': 34, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 413}",-0.7603941791606982,-0.776272952154426,-0.7546996095586047,-0.7653130145559636,-0.7741077126319663,-0.7661574936123317,0.00813314858232275,52,-0.465125417355522,-0.45966397056794966,-0.46484499454821615,-0.4621783633935139,-0.4598608451075577,-0.4623347181945519,0.002339524607187038
194,551.5785284042358,3.9545600273674575,2.3206315994262696,0.012554469816567606,31,,4,417,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 417}",-0.760300667653114,-0.7762970630792013,-0.7547644697789524,-0.7652998505861099,-0.7741468304092997,-0.7661617763013353,0.00814222615341379,53,-0.46514977315509304,-0.45969137683481515,-0.4648585496135708,-0.4621942130621299,-0.4598625526901529,-0.46235129307115236,0.002341430475042762
198,501.9439934253693,2.7565684342287105,2.0170568466186523,0.03758183424443068,39,,4,387,"{'max_depth': 39, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 387}",-0.7603201217076255,-0.7762081730955255,-0.7546094827684365,-0.7655744879095675,-0.7740993641702324,-0.7661623259302774,0.008146909967955794,54,-0.46522207515446173,-0.45968326238839835,-0.4647993459184662,-0.462243439043316,-0.45991237598328205,-0.4623720996975848,0.002337114661779231
129,525.5180313587189,5.548421177516965,2.2333895683288576,0.009277281355344127,47,,4,399,"{'max_depth': 47, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 399}",-0.760369760088234,-0.7762683167270132,-0.7545930348682619,-0.7654513153996446,-0.774143183084664,-0.7661651220335636,0.008169858536084651,55,-0.46519157055779886,-0.45972307247903216,-0.4648276565583472,-0.4622382772668334,-0.45991492666484524,-0.46237910070537136,0.0023260216386745323
121,739.4929946899414,6.828413998264432,3.812933588027954,0.09455648385377893,31,,1,441,"{'max_depth': 31, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 441}",-0.7597563188740403,-0.7768308375664664,-0.7563506001578388,-0.7644062585853729,-0.7735205378724774,-0.7661729106112392,0.007853031578930718,56,-0.2843977209049149,-0.2820176297475416,-0.28425556536663044,-0.28297367288942005,-0.28216386075937977,-0.2831616899335773,0.0010064018287133994
17,808.3488249778748,7.202072894198169,3.957584190368652,0.024566021389009526,25,,1,492,"{'max_depth': 25, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 492}",-0.759846627971372,-0.7769986468933826,-0.756121867842271,-0.7640884387751367,-0.7738315040373693,-0.7661774171039063,0.008015495660201143,57,-0.2933528335362097,-0.2920180235577325,-0.2931010862055775,-0.2931729458581543,-0.29085386337809416,-0.29249975050715366,0.0009469479977985683
101,492.8386442184448,3.335900958706345,2.0839841842651365,0.031215781394386053,26,,4,374,"{'max_depth': 26, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 374}",-0.7602823587536243,-0.7763414662422635,-0.754427041583726,-0.7655680427101721,-0.7742711908670832,-0.7661780200313738,0.008270567595625404,58,-0.46602304949787404,-0.4605585494471556,-0.4656168710777649,-0.46319695303456826,-0.4607954186684881,-0.4632381683451702,0.0023049022473022205
1,508.65682344436647,3.520982868990255,2.56182861328125,0.05465594779600639,49,,1,301,"{'max_depth': 49, 'max_features': None, 'min_samples_leaf': 1, 'n_estimators': 301}",-0.760025316869098,-0.7768779738641863,-0.7563677657405984,-0.7641502302739756,-0.7737359848578542,-0.7662314543211425,0.007871548068569288,59,-0.284731849085755,-0.28172035634934467,-0.28430926835800935,-0.28302073722588617,-0.282240190530564,-0.28320448030991185,0.0011592801420236016
123,413.5846134185791,3.552506677518469,1.7423130512237548,0.030539695457516055,43,,4,314,"{'max_depth': 43, 'max_features': None, 'min_samples_leaf': 4, 'n_estimators': 314}",-0.7603521450425543,-0.776343580243674,-0.7547566482981953,-0.7655023421054598,-0.7742915999905853,-0.7662492631360938,0.008172986095631588,60,-0.465352842075744,-0.45973053920325363,-0.4649352194649404,-0.46250175861758136,-0.4599912380998223,-0.4625023194922683,0.0023678166027195644
